0.405144	0.454506	-2.312310	-4.410820	9.752610	0.748599	0.834460	-13.533600	-0.822941	-0.000000	-0.000000	-0.000000	0.043843	11.490700	-0.008742	1.299320	-23.009600	0.524778	-0.000000	-0.000000	0.000000	0.000002	0.000000	0.000028	0.000000	0.000000	0.000000	11.398000	0.900530	30.094200	-14.791300	-0.185452	4.722920	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-67.258202	-48.119499	21.635300	-139.231995	-54.901600	-150.608994	-0.000001	-0.000000	0.000000	0.477561	-0.221392	0.001846	-0.000000	-0.000000	0.000000
0.430080	0.701980	-1.987740	-4.096760	9.488050	0.676432	0.144636	-13.233800	-0.893183	-0.000000	-0.000000	-0.000000	0.137132	11.332100	-0.026954	0.997807	-23.538500	0.452254	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000076	0.000000	0.000000	0.000000	12.315300	0.812333	27.952299	-14.795500	0.666839	5.066660	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	-75.332199	-48.868500	15.423500	-136.574997	-58.381802	-146.798004	-0.000000	0.000000	0.000000	0.117239	-0.399979	0.000819	-0.000000	-0.000000	0.000001
0.176649	1.944540	-1.219910	-3.577420	7.228300	0.450694	0.001733	-11.401400	-0.702077	0.000000	0.000000	0.000000	0.401685	9.206340	-0.064273	1.977960	-21.751301	0.880378	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000055	0.000000	0.000000	0.000000	13.759400	-0.309731	21.803600	-16.094101	-0.711256	5.068700	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-91.989197	-48.871300	2.785740	-117.252998	-63.287201	-125.143997	-0.000001	0.000001	-0.000000	0.271241	-0.001157	0.000006	0.000000	-0.000000	-0.000000
0.149347	0.846127	1.691890	-2.906110	7.532790	0.381288	-0.892253	-9.768220	-0.641076	0.000000	0.000000	-0.000000	2.078730	11.051300	-0.398643	-1.188750	-23.622299	0.341202	-0.000000	0.000000	0.000000	0.000002	-0.000000	-0.000030	0.000000	0.000000	0.000000	14.548900	-2.304160	13.699300	-17.311199	-0.636643	5.387600	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-107.959999	-47.859200	-9.349670	-67.391197	-65.794899	-68.795502	-0.000000	0.000001	-0.000000	0.212096	-0.993295	0.003677	0.000000	0.000000	-0.000000
0.009588	1.180920	3.743550	-2.120440	7.210340	0.266256	-1.791060	-10.111800	-0.684808	-0.000000	-0.000000	-0.000000	2.507780	11.594500	-0.504341	-1.349690	-24.188000	0.453588	-0.000000	-0.000001	-0.000000	-0.000002	0.000000	0.000097	0.000000	0.000000	0.000000	14.700500	-4.373560	6.232390	-17.911800	-1.909710	5.243040	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-117.000999	-44.261398	-15.262600	-40.271599	-47.977798	-32.781300	0.000001	0.000001	0.000001	0.039772	-0.851299	0.000592	0.000000	-0.000000	-0.000000
0.200493	1.471650	6.163091	-2.448970	6.764880	0.288645	-2.065990	-9.902930	-0.775086	0.000000	0.000000	-0.000001	2.478870	11.916800	-0.512182	-2.338470	-24.822001	0.036520	-0.000000	-0.000001	0.000000	0.000002	-0.000000	-0.000015	0.000000	0.000000	0.000000	13.670200	-6.963250	-3.303360	-17.461399	-4.179550	4.759660	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-121.990997	-38.357201	-16.503099	-26.499300	-30.021700	-11.770100	-0.000000	-0.000000	0.000000	0.057089	-0.866317	0.000864	0.000000	-0.000000	0.000000
0.515924	1.242990	7.560120	-3.024200	6.577390	0.346721	-2.689340	-8.917190	-0.885388	0.000000	-0.000000	0.000000	2.305970	13.117800	-0.523628	-3.850620	-27.035999	-0.729619	0.000000	0.000000	0.000000	-0.000002	0.000000	0.000053	0.000000	0.000000	0.000000	11.784500	-8.115040	-8.898450	-16.084600	-5.341810	4.561810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-123.050003	-34.851700	-15.469500	-22.916300	-18.359200	-3.936870	-0.000000	0.000000	-0.000000	0.080853	-1.221930	0.001725	0.000000	-0.000000	0.000000
1.244760	1.203310	8.939320	-4.430000	6.748470	0.521592	-1.843640	-9.293240	-1.012040	-0.000000	-0.000000	-0.000000	0.296642	13.143300	-0.067466	-1.755370	-25.387100	-0.628819	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000061	0.000000	0.000000	0.000000	9.988520	-8.578260	-12.650200	-15.498500	-7.006880	4.150710	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-119.473000	-29.856501	-10.484200	-28.133600	-16.518101	-4.266190	-0.000000	0.000000	-0.000000	-0.472857	-0.691733	-0.005708	-0.000000	0.000000	-0.000000
0.791857	1.102020	8.485056	-4.776610	6.748480	0.562583	-0.595746	-9.471770	-0.881098	-0.000000	-0.000000	-0.000000	-0.331531	12.791900	0.073393	0.315686	-24.806601	-0.003171	-0.000000	0.000001	-0.000001	-0.000000	0.000000	-0.000024	0.000000	0.000000	0.000000	9.667590	-8.436900	-12.378900	-13.539900	-5.975970	4.614990	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-115.370003	-28.821199	-7.612700	-36.066002	-15.941800	-6.399020	0.000001	-0.000001	0.000000	-0.681194	-0.533907	-0.006347	0.000000	0.000000	-0.000001
0.583479	1.735460	7.225580	-4.468060	5.699230	0.444595	-0.163026	-9.062630	-0.727497	0.000000	-0.000000	0.000000	0.158387	11.670700	-0.032049	-0.137044	-23.835400	0.007321	-0.000000	0.000001	-0.000000	-0.000002	0.000000	-0.000002	0.000000	0.000000	0.000000	9.155370	-8.160200	-11.584400	-10.759800	-3.736640	5.332640	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-111.765999	-29.162399	-5.757810	-46.934399	-17.574699	-12.611900	-0.000000	-0.000000	0.000001	-0.536601	-0.247249	-0.002317	-0.000000	-0.000000	0.000001
